t,X_O,X_O2_1,X_O2_2,X_O2_3,X_O2_4,Th,Tg_1,Tg_2,Tg_3,Tg_4,rho,p,n,E
1.920135539130e-13,5.000000027340e-02,2.011035353330e-03,9.479119751630e-01,2.825559253970e-06,7.416365074000e-05,1.000000000000e+04,4.000001103860e+03,4.000000106600e+03,4.000019653560e+03,4.000002170510e+03,9.380891896690e-04,2.500000000350e+03,1.810742629260e+22,6.228110313870e+06
2.048937572210e-13,5.000000029180e-02,2.011035405330e-03,9.479119750850e-01,2.825561185530e-06,7.416365711300e-05,1.000000000000e+04,4.000001177910e+03,4.000000113750e+03,4.000020971900e+03,4.000002316110e+03,9.380891896690e-04,2.500000000370e+03,1.810742629280e+22,6.228110318270e+06
2.179671635800e-13,5.000000031040e-02,2.011035458110e-03,9.479119750050e-01,2.825563146060e-06,7.416366358150e-05,1.000000000000e+04,4.000001253070e+03,4.000000121010e+03,4.000022310030e+03,4.000002463890e+03,9.380891896690e-04,2.500000000400e+03,1.810742629300e+22,6.228110322720e+06
2.312366710330e-13,5.000000032930e-02,2.011035511680e-03,9.479119749240e-01,2.825565136000e-06,7.416367014710e-05,1.000000000000e+04,4.000001329350e+03,4.000000128380e+03,4.000023668220e+03,4.000002613890e+03,9.380891896690e-04,2.500000000420e+03,1.810742629320e+22,6.228110327250e+06
2.447052210990e-13,5.000000034850e-02,2.011035566060e-03,9.479119748410e-01,2.825567155780e-06,7.416367681120e-05,1.000000000000e+04,4.000001406780e+03,4.000000135850e+03,4.000025046780e+03,4.000002766140e+03,9.380891896690e-04,2.500000000450e+03,1.810742629330e+22,6.228110331840e+06
2.583757994150e-13,5.000000036790e-02,2.011035621250e-03,9.479119747580e-01,2.825569205860e-06,7.416368357520e-05,1.000000000000e+04,4.000001485370e+03,4.000000143440e+03,4.000026446020e+03,4.000002920670e+03,9.380891896690e-04,2.500000000470e+03,1.810742629350e+22,6.228110336510e+06
2.722514364070e-13,5.000000038770e-02,2.011035677270e-03,9.479119746730e-01,2.825571286700e-06,7.416369044070e-05,1.000000000000e+04,4.000001565140e+03,4.000000151150e+03,4.000027866250e+03,4.000003077520e+03,9.380891896690e-04,2.500000000500e+03,1.810742629370e+22,6.228110341240e+06
2.863352079530e-13,5.000000040780e-02,2.011035734130e-03,9.479119745870e-01,2.825573398740e-06,7.416369740920e-05,1.000000000000e+04,4.000001646110e+03,4.000000158970e+03,4.000029307780e+03,4.000003236720e+03,9.380891896690e-04,2.500000000520e+03,1.810742629390e+22,6.228110346040e+06
3.006302360720e-13,5.000000042810e-02,2.011035791840e-03,9.479119745000e-01,2.825575542470e-06,7.416370448220e-05,1.000000000000e+04,4.000001728290e+03,4.000000166900e+03,4.000030770930e+03,4.000003398310e+03,9.380891896690e-04,2.500000000550e+03,1.810742629410e+22,6.228110350920e+06
3.151396896130e-13,5.000000044880e-02,2.011035850410e-03,9.479119744110e-01,2.825577718350e-06,7.416371166130e-05,1.000000000000e+04,4.000001811700e+03,4.000000174960e+03,4.000032256020e+03,4.000003562320e+03,9.380891896690e-04,2.500000000580e+03,1.810742629430e+22,6.228110355870e+06
3.298667849570e-13,5.000000046970e-02,2.011035909870e-03,9.479119743220e-01,2.825579926870e-06,7.416371894810e-05,1.000000000000e+04,4.000001896360e+03,4.000000183130e+03,4.000033763390e+03,4.000003728800e+03,9.380891896690e-04,2.500000000600e+03,1.810742629450e+22,6.228110360890e+06
3.448147867320e-13,5.000000049100e-02,2.011035970220e-03,9.479119742300e-01,2.825582168520e-06,7.416372634420e-05,1.000000000000e+04,4.000001982300e+03,4.000000191430e+03,4.000035293370e+03,4.000003897770e+03,9.380891896690e-04,2.500000000630e+03,1.810742629470e+22,6.228110365990e+06
3.599870085330e-13,5.000000051260e-02,2.011036031470e-03,9.479119741380e-01,2.825584443800e-06,7.416373385120e-05,1.000000000000e+04,4.000002069520e+03,4.000000199860e+03,4.000036846300e+03,4.000004069280e+03,9.380891896690e-04,2.500000000660e+03,1.810742629490e+22,6.228110371160e+06
3.753868136610e-13,5.000000053460e-02,2.011036093640e-03,9.479119740440e-01,2.825586753200e-06,7.416374147090e-05,1.000000000000e+04,4.000002158050e+03,4.000000208410e+03,4.000038422520e+03,4.000004243350e+03,9.380891896690e-04,2.500000000690e+03,1.810742629510e+22,6.228110376410e+06
3.910176158650e-13,5.000000055680e-02,2.011036156750e-03,9.479119739480e-01,2.825589097240e-06,7.416374920480e-05,1.000000000000e+04,4.000002247910e+03,4.000000217080e+03,4.000040022380e+03,4.000004420040e+03,9.380891896690e-04,2.500000000710e+03,1.810742629530e+22,6.228110381740e+06
4.068828801030e-13,5.000000057940e-02,2.011036220800e-03,9.479119738510e-01,2.825591476450e-06,7.416375705470e-05,1.000000000000e+04,4.000002339120e+03,4.000000225890e+03,4.000041646230e+03,4.000004599380e+03,9.380891896690e-04,2.500000000740e+03,1.810742629550e+22,6.228110387150e+06
4.229861233050e-13,5.000000060240e-02,2.011036285810e-03,9.479119737530e-01,2.825593891340e-06,7.416376502240e-05,1.000000000000e+04,4.000002431700e+03,4.000000234830e+03,4.000043294440e+03,4.000004781410e+03,9.380891896690e-04,2.500000000770e+03,1.810742629570e+22,6.228110392650e+06
4.393309151550e-13,5.000000062560e-02,2.011036351790e-03,9.479119736530e-01,2.825596342460e-06,7.416377310960e-05,1.000000000000e+04,4.000002525660e+03,4.000000243910e+03,4.000044967380e+03,4.000004966170e+03,9.380891896690e-04,2.500000000800e+03,1.810742629590e+22,6.228110398220e+06
4.559208788820e-13,5.000000064930e-02,2.011036418770e-03,9.479119735520e-01,2.825598830340e-06,7.416378131810e-05,1.000000000000e+04,4.000002621030e+03,4.000000253120e+03,4.000046665400e+03,4.000005153700e+03,9.380891896690e-04,2.500000000830e+03,1.810742629610e+22,6.228110403880e+06
4.727596920650e-13,5.000000067320e-02,2.011036486750e-03,9.479119734490e-01,2.825601355540e-06,7.416378964980e-05,1.000000000000e+04,4.000002717840e+03,4.000000262470e+03,4.000048388890e+03,4.000005344050e+03,9.380891896690e-04,2.500000000860e+03,1.810742629640e+22,6.228110409620e+06
4.898510874460e-13,5.000000069760e-02,2.011036555750e-03,9.479119733450e-01,2.825603918620e-06,7.416379810640e-05,1.000000000000e+04,4.000002816090e+03,4.000000271950e+03,4.000050138230e+03,4.000005537250e+03,9.380891896690e-04,2.500000000890e+03,1.810742629660e+22,6.228110415450e+06
